新闻频道,#genre#
广东大湾区卫视,http://38.147.190.7:50001/TVOD/2000000003000000045/hnbblive/index.m3u8?OtherName=4M576_湖南bblive
广东大湾区卫视,http://38.147.190.7:50001/TVOD/1000000002000011619/ystenlive/index.m3u8?OtherName=4M576_易视腾
广东嘉佳卡通,http://38.147.190.7:50001/TVOD/1000000002000025964/ystenlive/index.m3u8?OtherName=4M576_易视腾
广东嘉佳卡通,http://38.147.190.7:50001/TVOD/6000000003000025508/wasusyt/index.m3u8?OtherName=1.8M576_华数
广东卫视,http://38.147.190.7:50001/TVOD/5000000004000014694/bestzb/index.m3u8?OtherName=8M1080_百视通
广东卫视,http://38.147.190.7:50001/TVOD/6000000001000031076/wasusyt/index.m3u8?OtherName=8M1080_华数
广东卫视,http://38.147.190.7:50001/TVOD/1000000001000014176/ystenlive/index.m3u8?OtherName=8M1080_易视腾
广东卫视,http://38.147.190.7:50001/TVOD/1000000005000265034/ystenlive/index.m3u8?OtherName=5.5M1080HEVC_易视腾
广东卫视,http://38.147.190.7:50001/TVOD/5000000010000030417/bestzb/index.m3u8?OtherName=4M1080_百视通
广东卫视,http://38.147.190.7:50001/TVOD/1000000001000028357/ystenlive/index.m3u8?OtherName=4M1080_易视腾
广东珠江,http://38.147.190.7:50001/TVOD/2000000003000000033/hnbblive/index.m3u8?OtherName=2.5M720_湖南bblive
广东珠江,http://38.147.190.7:50001/TVOD/1000000004000011655/ystenlive/index.m3u8?OtherName=2.5M720_易视腾
广西卫视,http://38.147.190.7:50001/TVOD/5000000011000031118/bestzb/index.m3u8?OtherName=6.8M1080_百视通
广西卫视,http://38.147.190.7:50001/TVOD/1000000002000019837/ystenlive/index.m3u8?OtherName=4M1080_易视腾
广西卫视,http://38.147.190.7:50001/TVOD/5000000006000040014/bestzb/index.m3u8?OtherName=4M540_百视通
贵州卫视,http://38.147.190.7:50001/TVOD/5000000004000025843/bestzb/index.m3u8?OtherName=8M1080_百视通
贵州卫视,http://38.147.190.7:50001/TVOD/1000000002000003169/ystenlive/index.m3u8?OtherName=4M1080_易视腾
海南卫视,http://38.147.190.7:50001/TVOD/5000000004000006211/bestzb/index.m3u8?OtherName=8M1080_百视通
海南卫视,http://38.147.190.7:50001/TVOD/1000000002000023773/ystenlive/index.m3u8?OtherName=4M1080_易视腾
河北卫视,http://38.147.190.7:50001/TVOD/5000000006000040016/bestzb/index.m3u8?OtherName=8M1080_百视通
河北卫视,http://38.147.190.7:50001/TVOD/1000000002000017118/ystenlive/index.m3u8?OtherName=4M1080_易视腾
河南卫视,http://38.147.190.7:50001/TVOD/5000000011000031119/bestzb/index.m3u8?OtherName=6.8M1080_百视通
河南卫视,http://38.147.190.7:50001/TVOD/1000000002000027731/ystenlive/index.m3u8?OtherName=4M1080_易视腾
河南卫视,http://38.147.190.7:50001/TVOD/5000000005000017925/bestzb/index.m3u8?OtherName=4M720_百视通
黑龙江卫视,http://38.147.190.7:50001/TVOD/6000000001000016510/wasusyt/index.m3u8?OtherName=8M1080_华数
黑龙江卫视,http://38.147.190.7:50001/TVOD/1000000001000001925/ystenlive/index.m3u8?OtherName=8M1080_易视腾
黑龙江卫视,http://38.147.190.7:50001/TVOD/5000000004000025203/bestzb/index.m3u8?OtherName=6.8M1080_百视通
黑龙江卫视,http://38.147.190.7:50001/TVOD/1000000005000265029/ystenlive/index.m3u8?OtherName=5.5M1080HEVC_易视腾
黑龙江卫视,http://38.147.190.7:50001/TVOD/5000000010000031107/bestzb/index.m3u8?OtherName=4M1080_百视通
黑龙江卫视,http://38.147.190.7:50001/TVOD/1000000001000009082/ystenlive/index.m3u8?OtherName=4M1080_易视腾
湖北卫视,http://38.147.190.7:50001/TVOD/6000000001000015436/wasusyt/index.m3u8?OtherName=8M1080_华数
湖北卫视,http://38.147.190.7:50001/TVOD/1000000001000024621/ystenlive/index.m3u8?OtherName=8M1080_易视腾
湖北卫视,http://38.147.190.7:50001/TVOD/5000000004000014954/bestzb/index.m3u8?OtherName=6.8M1080_百视通
湖北卫视,http://38.147.190.7:50001/TVOD/1000000005000265023/ystenlive/index.m3u8?OtherName=5.5M1080HEVC_易视腾
湖北卫视,http://38.147.190.7:50001/TVOD/5000000010000022140/bestzb/index.m3u8?OtherName=4M1080_百视通
湖北卫视,http://38.147.190.7:50001/TVOD/1000000001000010355/ystenlive/index.m3u8?OtherName=4M1080_易视腾
湖南茶频道,http://38.147.190.7:50001/TVOD/5000000011000031209/bestzb/index.m3u8?OtherName=6.8M1080_百视通
湖南茶频道,http://38.147.190.7:50001/TVOD/2000000002000000070/hnbblive/index.m3u8?OtherName=6.8M1080_湖南bblive
湖南金鹰纪实,http://38.147.190.7:50001/TVOD/5000000011000031203/bestzb/index.m3u8?OtherName=6.8M1080_百视通
湖南金鹰纪实,http://38.147.190.7:50001/TVOD/1000000002000011724/ystenlive/index.m3u8?OtherName=4M576_易视腾
湖南金鹰卡通,http://38.147.190.7:50001/TVOD/1000000002000016601/ystenlive/index.m3u8?OtherName=4M576_易视腾
湖南金鹰卡通,http://38.147.190.7:50001/TVOD/5000000006000040024/bestzb/index.m3u8?OtherName=4M540_百视通
湖南金鹰卡通,http://38.147.190.7:50001/TVOD/6000000003000016791/wasusyt/index.m3u8?OtherName=1.8M576_华数
湖南快乐垂钓,http://38.147.190.7:50001/TVOD/5000000011000031206/bestzb/index.m3u8?OtherName=6.8M1080_百视通
湖南快乐垂钓,http://38.147.190.7:50001/TVOD/2000000002000000067/hnbblive/index.m3u8?OtherName=6.8M1080_湖南bblive
湖南卫视,http://38.147.190.7:50001/TVOD/5000000004000006692/bestzb/index.m3u8?OtherName=8M1080_百视通
湖南卫视,http://38.147.190.7:50001/TVOD/6000000001000018044/wasusyt/index.m3u8?OtherName=8M1080_华数
湖南卫视,http://38.147.190.7:50001/TVOD/1000000001000032695/ystenlive/index.m3u8?OtherName=8M1080_易视腾
湖南卫视,http://38.147.190.7:50001/TVOD/1000000005000265024/ystenlive/index.m3u8?OtherName=5.5M1080HEVC_易视腾
湖南卫视,http://38.147.190.7:50001/TVOD/5000000010000030452/bestzb/index.m3u8?OtherName=4M1080_百视通
湖南卫视,http://38.147.190.7:50001/TVOD/1000000001000009115/ystenlive/index.m3u8?OtherName=4M1080_易视腾
吉林卫视,http://38.147.190.7:50001/TVOD/5000000011000031117/bestzb/index.m3u8?OtherName=6.8M1080_百视通
吉林卫视,http://38.147.190.7:50001/TVOD/1000000002000027730/ystenlive/index.m3u8?OtherName=4M1080_易视腾
吉林卫视,http://38.147.190.7:50001/TVOD/5000000006000040013/bestzb/index.m3u8?OtherName=4M540_百视通
吉林延边卫视,http://38.147.190.7:50001/TVOD/2000000003000000049/hnbblive/index.m3u8?OtherName=4M576_湖南bblive
吉林延边卫视,http://38.147.190.7:50001/TVOD/1000000005000266008/ystenlive/index.m3u8?OtherName=4M576_易视腾
江苏卫视,http://38.147.190.7:50001/TVOD/6000000001000014861/wasusyt/index.m3u8?OtherName=8M1080_华数
江苏卫视,http://38.147.190.7:50001/TVOD/1000000001000001828/ystenlive/index.m3u8?OtherName=8M1080_易视腾
江苏卫视,http://38.147.190.7:50001/TVOD/5000000004000019351/bestzb/index.m3u8?OtherName=7.5M1080_百视通
江苏卫视,http://38.147.190.7:50001/TVOD/1000000005000265030/ystenlive/index.m3u8?OtherName=5.5M1080HEVC_易视腾
江苏卫视,http://38.147.190.7:50001/TVOD/5000000010000018509/bestzb/index.m3u8?OtherName=4M1080_百视通
江苏卫视,http://38.147.190.7:50001/TVOD/1000000001000004684/ystenlive/index.m3u8?OtherName=4M1080_易视腾
江苏优漫卡通,http://38.147.190.7:50001/TVOD/1000000002000010063/ystenlive/index.m3u8?OtherName=4M576_易视腾
江苏优漫卡通,http://38.147.190.7:50001/TVOD/6000000003000030492/wasusyt/index.m3u8?OtherName=1.8M576_华数
江西卫视,http://38.147.190.7:50001/TVOD/1000000006000268001/ystenlive/index.m3u8?OtherName=8M1080_易视腾
江西卫视,http://38.147.190.7:50001/TVOD/5000000004000011210/bestzb/index.m3u8?OtherName=6.8M1080_百视通
江西卫视,http://38.147.190.7:50001/TVOD/1000000005000265032/ystenlive/index.m3u8?OtherName=5.5M1080HEVC_易视腾
江西卫视,http://38.147.190.7:50001/TVOD/5000000001000032154/bestzb/index.m3u8?OtherName=4M1080_百视通
江西卫视,http://38.147.190.7:50001/TVOD/1000000001000013731/ystenlive/index.m3u8?OtherName=4M1080_易视腾
辽宁卫视,http://38.147.190.7:50001/TVOD/5000000004000011671/bestzb/index.m3u8?OtherName=8M1080_百视通
辽宁卫视,http://38.147.190.7:50001/TVOD/1000000001000001945/ystenlive/index.m3u8?OtherName=8M1080_易视腾
辽宁卫视,http://38.147.190.7:50001/TVOD/1000000005000265022/ystenlive/index.m3u8?OtherName=5.5M1080HEVC_易视腾
辽宁卫视,http://38.147.190.7:50001/TVOD/5000000001000008940/bestzb/index.m3u8?OtherName=4M1080_百视通
辽宁卫视,http://38.147.190.7:50001/TVOD/1000000002000024033/ystenlive/index.m3u8?OtherName=4M1080_易视腾
内蒙古卫视,http://38.147.190.7:50001/TVOD/1000000002000014080/ystenlive/index.m3u8?OtherName=4M576_易视腾
宁夏卫视,http://38.147.190.7:50001/TVOD/1000000002000031451/ystenlive/index.m3u8?OtherName=4M576_易视腾
宁夏卫视,http://38.147.190.7:50001/TVOD/5000000006000040022/bestzb/index.m3u8?OtherName=4M540_百视通
青海安多卫视,http://38.147.190.7:50001/TVOD/1000000005000266001/ystenlive/index.m3u8?OtherName=4M576_易视腾
青海安多卫视,http://38.147.190.7:50001/TVOD/5000000006000022124/bestzb/index.m3u8?OtherName=2.5M576_百视通
青海卫视,http://38.147.190.7:50001/TVOD/1000000002000013359/ystenlive/index.m3u8?OtherName=4M1080_易视腾
青海卫视,http://38.147.190.7:50001/TVOD/5000000006000040015/bestzb/index.m3u8?OtherName=4M540_百视通
厦门卫视,http://38.147.190.7:50001/TVOD/1000000005000266006/ystenlive/index.m3u8?OtherName=4M576_易视腾
山东教育卫视,http://38.147.190.7:50001/TVOD/1000000002000004097/ystenlive/index.m3u8?OtherName=4M576_易视腾
山东教育卫视,http://38.147.190.7:50001/TVOD/2000000003000000013/hnbblive/index.m3u8?OtherName=1.5M576_湖南bblive
山东卫视,http://38.147.190.7:50001/TVOD/6000000001000004134/wasusyt/index.m3u8?OtherName=8M1080_华数
山东卫视,http://38.147.190.7:50001/TVOD/1000000001000016568/ystenlive/index.m3u8?OtherName=8M1080_易视腾
山东卫视,http://38.147.190.7:50001/TVOD/5000000004000020424/bestzb/index.m3u8?OtherName=6.8M1080_百视通
山东卫视,http://38.147.190.7:50001/TVOD/1000000005000265019/ystenlive/index.m3u8?OtherName=5.5M1080HEVC_易视腾
山东卫视,http://38.147.190.7:50001/TVOD/5000000010000027763/bestzb/index.m3u8?OtherName=4M1080_百视通
山东卫视,http://38.147.190.7:50001/TVOD/1000000001000012807/ystenlive/index.m3u8?OtherName=4M1080_易视腾
山西卫视,http://38.147.190.7:50001/TVOD/1000000002000021220/ystenlive/index.m3u8?OtherName=4M576_易视腾
山西卫视,http://38.147.190.7:50001/TVOD/5000000006000040023/bestzb/index.m3u8?OtherName=4M540_百视通
陕西农林卫视,http://38.147.190.7:50001/TVOD/2000000003000000046/hnbblive/index.m3u8?OtherName=4M576_湖南bblive
陕西农林卫视,http://38.147.190.7:50001/TVOD/1000000005000266003/ystenlive/index.m3u8?OtherName=4M576_易视腾
陕西卫视,http://38.147.190.7:50001/TVOD/1000000002000007495/ystenlive/index.m3u8?OtherName=4M576_易视腾
陕西卫视,http://38.147.190.7:50001/TVOD/5000000006000040017/bestzb/index.m3u8?OtherName=4M540_百视通
深圳卫视,http://38.147.190.7:50001/TVOD/5000000004000007410/bestzb/index.m3u8?OtherName=8M1080_百视通
深圳卫视,http://38.147.190.7:50001/TVOD/6000000001000002116/wasusyt/index.m3u8?OtherName=8M1080_华数
深圳卫视,http://38.147.190.7:50001/TVOD/1000000001000009227/ystenlive/index.m3u8?OtherName=8M1080_易视腾
深圳卫视,http://38.147.190.7:50001/TVOD/1000000005000265028/ystenlive/index.m3u8?OtherName=5.5M1080HEVC_易视腾
深圳卫视,http://38.147.190.7:50001/TVOD/5000000010000024026/bestzb/index.m3u8?OtherName=4M1080_百视通
深圳卫视,http://38.147.190.7:50001/TVOD/1000000001000011645/ystenlive/index.m3u8?OtherName=4M1080_易视腾
四川康巴卫视,http://38.147.190.7:50001/TVOD/1000000005000266002/ystenlive/index.m3u8?OtherName=4M576_易视腾
四川康巴卫视,http://38.147.190.7:50001/TVOD/5000000003000001598/bestzb/index.m3u8?OtherName=2.5M576_百视通
四川卫视,http://38.147.190.7:50001/TVOD/5000000004000006119/bestzb/index.m3u8?OtherName=7.5M1080_百视通
四川卫视,http://38.147.190.7:50001/TVOD/1000000002000016825/ystenlive/index.m3u8?OtherName=4M1080_易视腾
探索纪录,http://38.147.190.7:50001/TVOD/2000000004000000007/hnbblive/index.m3u8?OtherName=2.5M720_湖南bblive
探索纪录,http://38.147.190.7:50001/TVOD/5359008697329269813/wasusyt/index.m3u8?OtherName=2.5M720_华数
天津卫视,http://38.147.190.7:50001/TVOD/5000000004000006827/bestzb/index.m3u8?OtherName=8M1080_百视通
天津卫视,http://38.147.190.7:50001/TVOD/6000000001000009186/wasusyt/index.m3u8?OtherName=8M1080_华数
天津卫视,http://38.147.190.7:50001/TVOD/1000000001000003475/ystenlive/index.m3u8?OtherName=8M1080_易视腾
天津卫视,http://38.147.190.7:50001/TVOD/1000000005000265026/ystenlive/index.m3u8?OtherName=5.5M1080HEVC_易视腾
天津卫视,http://38.147.190.7:50001/TVOD/5000000001000030788/bestzb/index.m3u8?OtherName=4M1080_百视通
天津卫视,http://38.147.190.7:50001/TVOD/1000000001000000831/ystenlive/index.m3u8?OtherName=4M1080_易视腾
西藏藏语卫视,http://38.147.190.7:50001/TVOD/5000000002000021549/bestzb/index.m3u8?OtherName=2.5M576_百视通
西藏卫视,http://38.147.190.7:50001/TVOD/1000000002000015894/ystenlive/index.m3u8?OtherName=4M576_易视腾
新海南,http://38.147.190.7:50001/TVOD/2000000003000000011/hnbblive/index.m3u8?OtherName=2.5M720_湖南bblive
新疆卫视,http://38.147.190.7:50001/TVOD/1000000002000029441/ystenlive/index.m3u8?OtherName=4M576_易视腾
新疆卫视,http://38.147.190.7:50001/TVOD/5000000006000040018/bestzb/index.m3u8?OtherName=4M540_百视通
炫动3D,http://38.147.190.7:50001/TVOD/2000000004000000012/hnbblive/index.m3u8?OtherName=2.5M720_湖南bblive
炫动3D,http://38.147.190.7:50001/TVOD/6000000003000000558/wasusyt/index.m3u8?OtherName=2.5M720_华数
云南卫视,http://38.147.190.7:50001/TVOD/5000000011000031120/bestzb/index.m3u8?OtherName=6.8M1080_百视通
云南卫视,http://38.147.190.7:50001/TVOD/1000000002000024694/ystenlive/index.m3u8?OtherName=4M1080_易视腾
云南卫视,http://38.147.190.7:50001/TVOD/5000000006000040019/bestzb/index.m3u8?OtherName=4M540_百视通
浙江教科影视,http://38.147.190.7:50001/TVOD/2000000004000000001/hnbblive/index.m3u8?OtherName=1.8M576_湖南bblive
浙江卫视,http://38.147.190.7:50001/TVOD/5000000004000007275/bestzb/index.m3u8?OtherName=8M1080_百视通
浙江卫视,http://38.147.190.7:50001/TVOD/6000000001000032070/wasusyt/index.m3u8?OtherName=8M1080_华数
浙江卫视,http://38.147.190.7:50001/TVOD/1000000001000014260/ystenlive/index.m3u8?OtherName=8M1080_易视腾
浙江卫视,http://38.147.190.7:50001/TVOD/1000000005000265031/ystenlive/index.m3u8?OtherName=5.5M1080HEVC_易视腾
浙江卫视,http://38.147.190.7:50001/TVOD/5000000010000017320/bestzb/index.m3u8?OtherName=4M1080_百视通
浙江卫视,http://38.147.190.7:50001/TVOD/1000000001000009806/ystenlive/index.m3u8?OtherName=4M1080_易视腾
重庆卫视,http://38.147.190.7:50001/TVOD/1000000001000001096/ystenlive/index.m3u8?OtherName=8M1080_易视腾
重庆卫视,http://38.147.190.7:50001/TVOD/5000000004000025797/bestzb/index.m3u8?OtherName=6.8M1080_百视通
重庆卫视,http://38.147.190.7:50001/TVOD/1000000005000265017/ystenlive/index.m3u8?OtherName=5.5M1080HEVC_易视腾
重庆卫视,http://38.147.190.7:50001/TVOD/1000000002000018937/ystenlive/index.m3u8?OtherName=4M1080_易视腾
中国天气,http://38.147.190.7:50001/TVOD/5000000005000031974/bestzb/index.m3u8?OtherName=3.5M576_百视通
中国天气,http://38.147.190.7:50001/TVOD/2000000002000000057/hnbblive/index.m3u8?OtherName=3.5M540_湖南bblive
中华美食,http://38.147.190.7:50001/TVOD/2000000003000000052/hnbblive/index.m3u8?OtherName=4M576_湖南bblive
中华美食,http://38.147.190.7:50001/TVOD/1000000005000266015/ystenlive/index.m3u8?OtherName=4M576_易视腾
少儿动漫,http://38.147.190.7:50001/TVOD/2000000004000000003/hnbblive/index.m3u8?OtherName=2.5M720_湖南bblive
少儿动漫,http://38.147.190.7:50001/TVOD/8145334647720731271/wasusyt/index.m3u8?OtherName=2.5M720_华数
家庭理财频道,http://38.147.190.7:50001/TVOD/5000000011000031210/bestzb/index.m3u8?OtherName=2.5M576_百视通
家庭理财频道,http://38.147.190.7:50001/TVOD/2000000002000000064/hnbblive/index.m3u8?OtherName=2.5M576_湖南bblive
江苏财富天下,http://38.147.190.7:50001/TVOD/5000000011000031208/bestzb/index.m3u8?OtherName=3.5M540_百视通
江苏财富天下,http://38.147.190.7:50001/TVOD/2000000002000000069/hnbblive/index.m3u8?OtherName=3.5M540_湖南bblive
哒啵电竞,http://38.147.190.7:50001/TVOD/2000000003000000066/hnbblive/index.m3u8?OtherName=4M1080_湖南bblive
哒啵电竞,http://38.147.190.7:50001/TVOD/1000000006000032327/ystenlive/index.m3u8?OtherName=4M1080_易视腾
哒啵赛事,http://38.147.190.7:50001/TVOD/2000000003000000004/hnbblive/index.m3u8?OtherName=4M1080_湖南bblive
哒啵赛事,http://38.147.190.7:50001/TVOD/2000000003000000039/hnbblive/index.m3u8?OtherName=4M1080_湖南bblive
哒啵赛事,http://38.147.190.7:50001/TVOD/2000000003000000040/hnbblive/index.m3u8?OtherName=4M1080_湖南bblive
哒啵赛事,http://38.147.190.7:50001/TVOD/1000000001000003775/ystenlive/index.m3u8?OtherName=4M1080_易视腾
哒啵赛事,http://38.147.190.7:50001/TVOD/1000000001000006906/ystenlive/index.m3u8?OtherName=4M1080_易视腾
电子竞技,http://38.147.190.7:50001/TVOD/2000000004000000015/hnbblive/index.m3u8?OtherName=2.5M720_湖南bblive
电子竞技,http://38.147.190.7:50001/TVOD/6000000003000011654/wasusyt/index.m3u8?OtherName=2.5M720_华数
高清娱乐,http://38.147.190.7:50001/TVOD/2000000004000000013/hnbblive/index.m3u8?OtherName=2.5M720_湖南bblive
高清娱乐,http://38.147.190.7:50001/TVOD/6000000003000001569/wasusyt/index.m3u8?OtherName=2.5M720_华数
黑莓电影,http://38.147.190.7:50001/TVOD/2000000003000000001/hnbblive/index.m3u8?OtherName=4M1080_湖南bblive
黑莓电影,http://38.147.190.7:50001/TVOD/1000000004000019624/ystenlive/index.m3u8?OtherName=4M1080_易视腾
黑莓动画,http://38.147.190.7:50001/TVOD/2000000003000000002/hnbblive/index.m3u8?OtherName=4M1080_湖南bblive
黑莓动画,http://38.147.190.7:50001/TVOD/1000000004000021734/ystenlive/index.m3u8?OtherName=4M1080_易视腾
华数服务,http://38.147.190.7:50001/TVOD/2000000004000000025/hnbblive/index.m3u8?OtherName=4M720_湖南bblive
精彩影视,http://38.147.190.7:50001/TVOD/2000000004000000063/hnbblive/index.m3u8?OtherName=7.2M1080_湖南bblive
精彩影视,http://38.147.190.7:50001/TVOD/6000000006000320630/wasusyt/index.m3u8?OtherName=6.5M1080_华数
聚鲨环球精选,http://38.147.190.7:50001/TVOD/6000000004000014516/wasusyt/index.m3u8?OtherName=1.8M576_华数
漫游世界,http://38.147.190.7:50001/TVOD/2000000004000000017/hnbblive/index.m3u8?OtherName=2.5M720_湖南bblive
漫游世界,http://38.147.190.7:50001/TVOD/6000000003000028434/wasusyt/index.m3u8?OtherName=2.5M720_华数
教育频道,#genre#
中国教育1,http://38.147.190.7:50001/TVOD/5000000002000002652/bestzb/index.m3u8?OtherName=4M1080_百视通
中国教育1,http://38.147.190.7:50001/TVOD/1000000002000027253/ystenlive/index.m3u8?OtherName=4M576_易视腾
中国教育1,http://38.147.190.7:50001/TVOD/6000000003000018981/wasusyt/index.m3u8?OtherName=1.8M576_华数
中国教育2,http://38.147.190.7:50001/TVOD/2000000003000000047/hnbblive/index.m3u8?OtherName=4M576_湖南bblive
中国教育2,http://38.147.190.7:50001/TVOD/1000000005000266004/ystenlive/index.m3u8?OtherName=4M576_易视腾
中国教育2,http://38.147.190.7:50001/TVOD/5000000011000031201/bestzb/index.m3u8?OtherName=2.5M576_百视通
中国教育4,http://38.147.190.7:50001/TVOD/5000000011000031126/bestzb/index.m3u8?OtherName=6.8M1080_百视通
中国教育4,http://38.147.190.7:50001/TVOD/1000000005000025333/ystenlive/index.m3u8?OtherName=4M576_易视腾
中国教育4,http://38.147.190.7:50001/TVOD/5000000006000012123/bestzb/index.m3u8?OtherName=2.5M576_百视通
中国教育4,http://38.147.190.7:50001/TVOD/6000000005000042312/wasusyt/index.m3u8?OtherName=1.8M576_华数
CGTN频道,#genre#
CGTN,http://38.147.190.7:50001/TVOD/7745129417417101820/hnbblive/index.m3u8?OtherName=8M1080_湖南bblive
CGTN,http://38.147.190.7:50001/TVOD/1000000002000009569/ystenlive/index.m3u8?OtherName=4M576_易视腾
CGTN阿拉伯语,http://38.147.190.7:50001/TVOD/1000000006000280001/ystenlive/index.m3u8?OtherName=4M576_易视腾
CGTN俄语,http://38.147.190.7:50001/TVOD/1000000006000280004/ystenlive/index.m3u8?OtherName=4M576_易视腾
CGTN法语,http://38.147.190.7:50001/TVOD/1000000006000280003/ystenlive/index.m3u8?OtherName=4M576_易视腾
CGTN外语纪录,http://38.147.190.7:50001/TVOD/7114647837765104058/hnbblive/index.m3u8?OtherName=8M1080_湖南bblive
CGTN西班牙语,http://38.147.190.7:50001/TVOD/1000000006000280002/ystenlive/index.m3u8?OtherName=4M576_易视腾
HOT频道,#genre#
Hot风尚音乐,http://38.147.190.7:50001/TVOD/2000000004000000004/hnbblive/index.m3u8?OtherName=2.5M720_湖南bblive
Hot风尚音乐,http://38.147.190.7:50001/TVOD/5529729098703832176/wasusyt/index.m3u8?OtherName=2.5M720_华数
Hot精品剧场,http://38.147.190.7:50001/TVOD/2000000004000000002/hnbblive/index.m3u8?OtherName=2.5M720_湖南bblive
Hot精品剧场,http://38.147.190.7:50001/TVOD/8230197131234717902/wasusyt/index.m3u8?OtherName=2.5M720_华数
Hot欧美影院,http://38.147.190.7:50001/TVOD/2000000004000000005/hnbblive/index.m3u8?OtherName=2.5M720_湖南bblive
Hot欧美影院,http://38.147.190.7:50001/TVOD/7185203501769528108/wasusyt/index.m3u8?OtherName=2.5M720_华数
Hot亚洲影院,http://38.147.190.7:50001/TVOD/2000000004000000006/hnbblive/index.m3u8?OtherName=2.5M720_湖南bblive
Hot亚洲影院,http://38.147.190.7:50001/TVOD/5841816227539527643/wasusyt/index.m3u8?OtherName=2.5M720_华数
NewTV频道,#genre#
NewTV爱情喜剧,http://38.147.190.7:50001/TVOD/2000000003000000010/hnbblive/index.m3u8?OtherName=4M1080_湖南bblive
NewTV超级电视剧,http://38.147.190.7:50001/TVOD/1000000006000268003/ystenlive/index.m3u8?OtherName=8M1080_易视腾
NewTV超级电视剧,http://38.147.190.7:50001/TVOD/2000000003000000032/hnbblive/index.m3u8?OtherName=4M1080_湖南bblive
NewTV超级电视剧,http://38.147.190.7:50001/TVOD/1000000001000008139/ystenlive/index.m3u8?OtherName=4M1080_易视腾
NewTV超级电视剧,http://38.147.190.7:50001/TVOD/1000000004000024993/ystenlive/index.m3u8?OtherName=4M1080_易视腾
NewTV超级电影,http://38.147.190.7:50001/TVOD/1000000003000012426/ystenlive/index.m3u8?OtherName=8M1080_易视腾
NewTV超级电影,http://38.147.190.7:50001/TVOD/2000000003000000031/hnbblive/index.m3u8?OtherName=4M1080_湖南bblive
NewTV超级电影,http://38.147.190.7:50001/TVOD/1000000001000012884/ystenlive/index.m3u8?OtherName=4M1080_易视腾
NewTV超级电影,http://38.147.190.7:50001/TVOD/1000000004000002120/ystenlive/index.m3u8?OtherName=4M1080_易视腾
NewTV超级体育,http://38.147.190.7:50001/TVOD/1000000001000009601/ystenlive/index.m3u8?OtherName=8M1080_易视腾
NewTV超级体育,http://38.147.190.7:50001/TVOD/2000000003000000030/hnbblive/index.m3u8?OtherName=4M1080_湖南bblive
NewTV超级体育,http://38.147.190.7:50001/TVOD/1000000001000009204/ystenlive/index.m3u8?OtherName=4M1080_易视腾
NewTV超级体育,http://38.147.190.7:50001/TVOD/1000000004000007755/ystenlive/index.m3u8?OtherName=4M1080_易视腾
NewTV超级综艺,http://38.147.190.7:50001/TVOD/1000000006000268002/ystenlive/index.m3u8?OtherName=8M1080_易视腾
NewTV超级综艺,http://38.147.190.7:50001/TVOD/2000000003000000029/hnbblive/index.m3u8?OtherName=4M1080_湖南bblive
NewTV超级综艺,http://38.147.190.7:50001/TVOD/1000000001000025771/ystenlive/index.m3u8?OtherName=4M1080_易视腾
NewTV超级综艺,http://38.147.190.7:50001/TVOD/1000000004000023658/ystenlive/index.m3u8?OtherName=4M1080_易视腾
NewTV潮妈辣婆,http://38.147.190.7:50001/TVOD/2000000003000000018/hnbblive/index.m3u8?OtherName=4M1080_湖南bblive
NewTV东北剧场,http://38.147.190.7:50001/TVOD/1000000005000266013/ystenlive/index.m3u8?OtherName=4M1080_易视腾
NewTV东北热剧,http://38.147.190.7:50001/TVOD/2000000003000000051/hnbblive/index.m3u8?OtherName=4M1080_湖南bblive
NewTV动作电影,http://38.147.190.7:50001/TVOD/2000000003000000017/hnbblive/index.m3u8?OtherName=4M1080_湖南bblive
NewTV动作电影,http://38.147.190.7:50001/TVOD/1000000004000018653/ystenlive/index.m3u8?OtherName=4M1080_易视腾
NewTV古装剧场,http://38.147.190.7:50001/TVOD/2000000003000000024/hnbblive/index.m3u8?OtherName=4M1080_湖南bblive
NewTV欢乐剧场,http://38.147.190.7:50001/TVOD/2000000003000000050/hnbblive/index.m3u8?OtherName=4M1080_湖南bblive
NewTV欢乐剧场,http://38.147.190.7:50001/TVOD/1000000005000266012/ystenlive/index.m3u8?OtherName=4M1080_易视腾
NewTV家庭剧场,http://38.147.190.7:50001/TVOD/2000000003000000012/hnbblive/index.m3u8?OtherName=4M1080_湖南bblive
NewTV家庭剧场,http://38.147.190.7:50001/TVOD/1000000004000008284/ystenlive/index.m3u8?OtherName=4M1080_易视腾
NewTV金牌综艺,http://38.147.190.7:50001/TVOD/2000000003000000005/hnbblive/index.m3u8?OtherName=4M1080_湖南bblive
NewTV金牌综艺,http://38.147.190.7:50001/TVOD/1000000004000026167/ystenlive/index.m3u8?OtherName=4M1080_易视腾
NewTV惊悚悬疑,http://38.147.190.7:50001/TVOD/2000000003000000015/hnbblive/index.m3u8?OtherName=4M1080_湖南bblive
NewTV惊悚悬疑,http://38.147.190.7:50001/TVOD/1000000004000024282/ystenlive/index.m3u8?OtherName=4M1080_易视腾
NewTV精品大剧,http://38.147.190.7:50001/TVOD/2000000003000000020/hnbblive/index.m3u8?OtherName=4M1080_湖南bblive
NewTV精品大剧,http://38.147.190.7:50001/TVOD/1000000004000013968/ystenlive/index.m3u8?OtherName=4M1080_易视腾
NewTV精品纪录,http://38.147.190.7:50001/TVOD/1000000004000013730/ystenlive/index.m3u8?OtherName=4M1080_易视腾
